protein,ligand,tag,best_affinity_kcal_mol,min_rmsd_lb_modes2plus,passed_affinity,passed_rmsd,results_dir,pymol_open
tmprss2_rattus.pdb,aerucyclamideA_3D.sdf,tmprss2_rattus__aerucyclamideA_3D,-4.816,1.556,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__aerucyclamideA_3D/out.pdb
tmprss2_rattus.pdb,aeruginosin98A_2D.sdf,tmprss2_rattus__aeruginosin98A,-7.304,1.855,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__aeruginosin98A/out.pdb
tmprss2_rattus.pdb,cyanopeptolinA_2D.sdf,tmprss2_rattus__cyanopeptolinA,-0.7172,1.882,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__cyanopeptolinA/out.pdb
tmprss2_rattus.pdb,microcyclamide7806B_3D.sdf,tmprss2_rattus__microcyclamide7806B_3D,-4.777,1.7,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microcyclamide7806B_3D/out.pdb
tmprss2_rattus.pdb,microcystineLR_2D.sdf,tmprss2_rattus__microcystineLR,-4.489,2.196,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microcystineLR/out.pdb
tmprss2_rattus.pdb,microgininFR1_2D.sdf,tmprss2_rattus__microgininFR1,-6.179,1.507,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_rattus__microgininFR1/out.pdb
tmprss2_xenope.pdb,aerucyclamideA_3D.sdf,tmprss2_xenope__aerucyclamideA_3D,-4.692,2.03,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__aerucyclamideA_3D/out.pdb
tmprss2_xenope.pdb,aeruginosin98A_2D.sdf,tmprss2_xenope__aeruginosin98A,-6.743,1.528,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__aeruginosin98A/out.pdb
tmprss2_xenope.pdb,cyanopeptolinA_2D.sdf,tmprss2_xenope__cyanopeptolinA,-5.244,1.617,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__cyanopeptolinA/out.pdb
tmprss2_xenope.pdb,microcyclamide7806B_3D.sdf,tmprss2_xenope__microcyclamide7806B_3D,-5.381,3.256,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microcyclamide7806B_3D/out.pdb
tmprss2_xenope.pdb,microcystineLR_2D.sdf,tmprss2_xenope__microcystineLR,-7.045,2.223,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microcystineLR/out.pdb
tmprss2_xenope.pdb,microgininFR1_2D.sdf,tmprss2_xenope__microgininFR1,-6.561,1.815,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_xenope__microgininFR1/out.pdb
tmprss2_zebrafish.pdb,aerucyclamideA_3D.sdf,tmprss2_zebrafish__aerucyclamideA_3D,-5.75,2.382,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__aerucyclamideA_3D/out.pdb
tmprss2_zebrafish.pdb,aeruginosin98A_2D.sdf,tmprss2_zebrafish__aeruginosin98A,-7.224,2.873,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__aeruginosin98A/out.pdb
tmprss2_zebrafish.pdb,cyanopeptolinA_2D.sdf,tmprss2_zebrafish__cyanopeptolinA,-5.949,1.634,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__cyanopeptolinA/out.pdb
tmprss2_zebrafish.pdb,microcyclamide7806B_3D.sdf,tmprss2_zebrafish__microcyclamide7806B_3D,-5.649,2.103,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microcyclamide7806B_3D/out.pdb
tmprss2_zebrafish.pdb,microcystineLR_2D.sdf,tmprss2_zebrafish__microcystineLR,-5.318,2.416,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microcystineLR/out.pdb
tmprss2_zebrafish.pdb,microgininFR1_2D.sdf,tmprss2_zebrafish__microgininFR1,-6.572,2.198,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/tmprss2_zebrafish__microgininFR1/out.pdb
